"","Order","PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod.Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","X1st_Flr_SF","X2nd_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","X3Ssn_Porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Yr_Sold","Sale_Type","Sale_Condition"
"888",190,908128060,85,"RL",64,7301,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",7,5,2003,2003,"Gable","CompShg","HdBoard","HdBoard","BrkFace",500,"Gd","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",495,1427,0,1922,0,0,3,0,4,1,"Gd",7,"Typ",1,"Ex","BuiltIn",2003,"RFn",2,672,"TA","TA","Y",0,0,177,0,0,0,NA,NA,NA,0,7,2009,"ConLD","Normal"
"1291",191,902107030,75,"RM",60,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,7,1915,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Gd","Y","SBrkr",728,728,0,1456,0,0,1,1,4,1,"Gd",7,"Typ",0,NA,"Detchd",1915,"Unf",1,308,"Fa","Fa","N",0,0,248,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal"
"2333",192,527212030,60,"RL",85,16056,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","Stone",208,"Gd","TA","PConc","Ex","TA","Av","GLQ",240,"Unf",0,1752,1992,"GasA","Ex","Y","SBrkr",1992,876,0,2868,0,0,3,1,4,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,716,"TA","TA","Y",214,108,0,0,0,0,NA,NA,NA,0,7,2006,"New","Partial"
"2821",193,908103320,90,"RL",35,9400,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","Duplex","SFoyer",6,5,1975,1975,"Flat","Tar&Grv","WdShing","Plywood","BrkFace",250,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",945,"Unf",0,0,945,"GasA","TA","Y","SBrkr",980,0,0,980,0,2,2,0,4,0,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,10,2006,"WD ","AdjLand"
"1526",194,909252110,70,"RL",63,15576,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1915,1976,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,840,0,1680,0,0,2,0,4,1,"TA",8,"Typ",0,NA,"Attchd",1960,"Unf",1,308,"TA","TA","Y",0,0,160,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal"
"1931",195,535301060,20,"RL",60,11556,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,9,1953,2006,"Gable","CompShg","VinylSd","MetalSd","None",0,"TA","Ex","CBlock","TA","TA","No","BLQ",408,"Unf",0,456,864,"GasA","Gd","Y","SBrkr",1154,0,0,1154,0,0,1,1,3,1,"Ex",6,"Typ",0,NA,"Detchd",1962,"Unf",1,336,"TA","TA","Y",63,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal"
"1067",196,528172080,20,"RL",92,10845,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",504,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1149,"Unf",0,454,1603,"GasA","Ex","Y","SBrkr",1575,0,0,1575,1,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2003,"Fin",3,732,"TA","TA","Y",216,28,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal"
"2255",197,914478100,85,"RL",82,8410,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,1974,1974,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",924,"Unf",0,46,970,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1974,"Unf",2,528,"TA","TA","Y",193,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","Normal"
"2479",198,531450040,60,"RL",65,7153,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ",387,"Unf",0,374,761,"GasA","Ex","Y","SBrkr",810,793,0,1603,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1992,"RFn",2,484,"TA","TA","Y",0,124,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal"
"1138",199,531376010,60,"RL",65,8366,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,798,798,"GasA","Ex","Y","SBrkr",798,842,0,1640,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2004,"RFn",2,520,"TA","TA","Y",138,45,0,0,0,0,NA,NA,NA,0,12,2008,"WD ","Normal"
"761",200,903484110,190,"RM",60,10320,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Artery","Norm","2fmCon","2Story",6,7,1915,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",276,"ALQ",262,160,698,"GasA","Ex","Y","FuseF",754,649,0,1403,1,0,1,1,3,1,"TA",7,"Typ",0,NA,"Detchd",1915,"Unf",1,308,"TA","TA","Y",0,0,288,0,0,0,NA,NA,NA,0,2,2009,"WD ","Normal"
